Primary energy consumption per capita (kWh/person)
747.48596
19119.283
939.68665
655.3532
43320.58
234538.38
520.9991
7271.5205
24203.82
280.73853
1172.1898
10854.649
58448.152
43889.645
61950.85
39248.785
600.2899
12649.783
9846.587
876.4806
11545.616
804.89435
134353.78
24361.893
79619.14
9958.878
126030.695
13250.285
3254.282
34709.18
8357.8955
10964.355
23046.873
12128.221
42757.977
23200.729
2385.0166
6361.196
44057.82
2047.175
3531.1523
200.19261
386.95203
430.94543
20222.29
8740.024
3981.9287
4648.0396
8503.993
2183.0105
14662.743
49841.387
238.23833
1449.5537
1036.8582
1454.5236
9334.936
10652.809
11085.9
37465.4
26631.988
165507.6
24868.184
33284.145
1236.4875
22207.523
45914.77
41766.36
30142.02
2702.9736
2627.7834
31235.12
63925.77
3270.801
3228.2104
2640.5337
142291.5
45268.094
6757.0254
2719.0603
30743.955
22506.594
468.26212
24964.81
691.58307
9347.2705
3583.3396
21577.828
400.05173
2997.7124
946.6117
57717.438
960.11163
50241.48
3699.9202
6082.846
2054.215
5620.2163
51469.32
142115.27
1122.4692
46420.684
31912.982
944.7761
22935.088
2051.4053
33301.77
23369.613
58836.934
15803.453
66485.91
2032.075
5096.1387
11144.22
7820.6606
12371.177
9919.544
22296.646
901.8342
15361.87
28271.896
26606.236
206889.17
5357.698
71949.19
10836.359
423.13287
12290.246
29999.406
26990.076
26715.06
129486.234
22460.117
110509.586
1015.81964
123958.766
12753.12
36725.434
1235.5165
19085.639
131650.61
1492.4838
8312.158
30228.559
43548.508
36028.926
19153.719
14838.981
24718.906
22800.158
6971.546
68892.78
39565.17
36542.867
21435.07
16868.873
3674.9282
22268.62
547.7462
4876.866
82989.266
59348.1
66407.09
5050.979
36145.84
24894.514
32628.65
177259.34
25191.672
69714.19
80583.34
11098.332
923.4804
2630.0278
109505.66
54491.8
33226.094
121304.664
76792.23
18059.73
5893.16
557.28687
7768.2593
4565.3384
155754.6
21542.352
49669.195
17299.504
1939.6578
7473.249
2926.5042
19624.715
1197.5035
16521.768
12243.156
9058.002
31661.174
72824.555
38771.44
33920.24
4113.667
113198.414
10276.655
1560.1315
16027.417
15133.982
31641.86
9999.618
9496.668
3897.9126
5267.826
20211.152
2757.9565
829.31195
10707.64
978.7463
12893.828
4058.544
151316.52
18493.115
24671.021
11097.164
53424.1
2415.728
2687.6682
20356.205
30598.045
7599.0825
9695.501
134233.72
611.7529
32875.305
216.88063
33738.633
11516.319
14184.612
34212.625
56705.54
3758.5122
46623.125
84137.46
4163.3916
1761.5437
6579.23
1960.8763
199143.97
289.5234
23139.457
4695.1675
156718.94
16608.686
11524.428
1030.0463
17546.781
46196.465
67234.93
2461.8206
1575.576
2546.1362
45259.535
55087.375
32213.139
90348.625
10549.006
50523.203
27237.188
4439.492
26236.475
1438.764
51107.844
41783.035
19660.412
20745.453
707.7433
30124.53
2422.6257
3788.2456
25320.355
60528.164
9003.821
51714.72
12241.504
33102.94
9507.342
1700.5831
1360.6296
20948.318
253062.6
39029.04
18293.592
31779.547
13327.09
1504.8369
22387.78
513.0044
458.18085
10278.024
9715.218
3370.8962
496.80994
26262.209
15864.785
10658.221
605.3154
37274.28
5048.4497
31470.04
162836.45
51864.105
69352.664
457.99765
9606.213
1314.9376
3902.2861
941.5169
384.58038
9036.284
17458.83
3401.6624
166315.33
42457.91
909.82135
52433.27
5834.625
3417.0745
21944.45
48444.41
64399.926
1968.1482
21227.025
28321.012
1007.256
32579.771
71863.76
2083.4993
17986.783
16591.764
11930.126
2379.556
47305.82
8646.734
33026.227
42687.348
21277.064
46670.273
93999.86
6730.607
3133.4805
10258.876
1182.5435
8014.88
21142.482
30777.799
10180.35
10510.461
28474.164
28623.031
8817.649
28532.125
568.44324
6173.1143
19448.727
282.5135
15295.143
11181.869
14451.097
21876.135
287.99124
45834.83
44218.28
21856.117
4419.1685
35659.477
6015.019
24569.877
22887.295
893.391
48392.92
304.5467
21851.393
19659.346
1194.9143
12459.088
113449.32
15860.609
111982.734
25665.121
28475.137
101260.22
2983.8816
24877.861
61826.21
841.20447
4376.1777
9106.513
37794.062
1846.1882
874.4462
803.81635
62384.855
34584.957
447.65942
9969.967
17104.646
18592.736
8182.456
11703.38
1478.989
24692.543
41622.67
7906.876
309.34055
3441.9858
62704.926
9942.035
1009.3095
19447.846
21678.389
160432.52
8843.107
70300.14
14689.626
1865.8683
181204.22
26508.63
